,id,text,label_mean,disputable_post,lang,topics,pred
8380,d8e364b23b514cf285ede762d2579756,"dinesh d (tm) souza calls out michelle obama , says what few dare to say hiding in the basement racist commie joe biden ( with diminished capacity ) needs serious psychological and medical care ! the commie demoncrats party of satan , should be charge with elderly abuse on the senile and dementia inflicted biden ! he should retire and smell people (tm) s hairs in privacy ! nobody will be the wiser , or for that matter care ! do us a favor , and give up the quest to become president you are not fit to do so ! you (tm) ll only be a useful idiot and puppet for the demoncratic liberal commie godless party of satan and treasonous rinos ! ! if the nazi commie demoncrats win , the united states will turn into one big commie third world shit hole ! guaranteed ! trump 2020 and beyond ! greatest president ever !",5.0,False,en,0_nigger_white_niggers_like,other
8383,da43710a282c44ee89311c6628bad8f8,newspaper owners resigned because niggers and their white chimpathizers complained that the white lady was being robbed by a nigger in a cartoon . funny how all the burglars in adt and ring commercials are always white and nobody complains .,5.0,False,en,0_nigger_white_niggers_like,African
8540,ca39c05884d94948865b80dc40d3f9ac,"who care ! let these black people kill each other , steal , rape between them self ! the republican government should put a fence all around the city and don't let these democrat / communists and these criminals going to other city and do the same ! ! blm are a communist group and being sponsored by usa communist party of usa and china ! !",5.0,False,en,0_nigger_white_niggers_like,African
8683,bd8134072ccc4e9a92f564b597c3a634,the only distraction today is nasty nancy 's remarks in an attempt to belittle trump 's accomplishments . she 's an evil bitch that hates this country . karma will come back to haunt her !,5.0,False,en,-1_user_nigger_number_white,other
8704,b922f12ba936431ba41ebdaa42e88934,"the islamic scam in washington dc this is exactly how it works folks : a prostitute of a demon-god fucking allah and full-time whore of mohammed known as llhan nur said elmi funnels money to her infidel fucking boyfriend , tim mynett from her demonic campaign funds . then , he takes his cut and sends the rest to one of llhan 's personal accounts . the account doesn (tm) t have to be in the united states . the exactly same thing is happening with another muslim religious motherfucker known as mohammad abdi . once again , our corrupted and ceased mainstream media still silenced about this , simply because they do n't want to damage the image of fucking islam , fucking allah and prophet pedophile fucking mohammed .",5.0,False,en,1_moslem_muslim_sand_number,Islam
8707,8279312f83714be0bd7faee284d19a18,"d y oe 1 this bitch needs to be arrested , removed from her seat , stripped of her citizenship and deported ! ! and her whole damned family with her ! ! ! reinstate the mccarran-walters act & get these stinking muslim ( so called ) refugees , out of our country & our government send them oe all back ! !",5.0,False,en,1_moslem_muslim_sand_number,Islam
8741,a16fc847f3d84303a1b9bf7025b213ce,"the new resident evil face among us ! the islamic satanic quran tells all muslim religious motherfuckers and prostitutes of allah "" ... not in any circumstances to make a friendship with jews , the criminals and christians , the unjust ... "" quran 5:51 the islamic satanic quran tells all muslim religious motherfuckers and prostitutes of allah to oe ... kill the disbelievers wherever we find them . "" quran 2:191 the islamic satanic quran tells all muslim religious motherfuckers and prostitutes of allah to oe ... murder them and treat them harshly ... "" quran 9:123 the islamic satanic quran tells all muslim religious motherfuckers and prostitutes of allah to oe ... fight and slay the pagans , seize them , beleaguer them , and lie in wait for them in every stratagem ... besides being called a nazi , racist and bigot , the word known as phobia is defined as an oe irrational fear "" , because it is not irrational to fear things such as these 7th century "" ancient animals "" that want to kill us .",5.0,False,en,1_moslem_muslim_sand_number,Islam
8773,50e5513557fc477fb9f3af2d3fff3662,"dear united nations , you tried . you lost . you will not get your evil globalist government . now the world is about to chew you up and shit you out ! oh and you screwed with the wrong country ! signed , america d y ++ od y ++ ,",5.0,False,en,2_kike_jews_jew_white,other
8860,5a7030fdeed442d1bbef5515df82541d,i feel the dems are the true nazis and we the republicans are the jewish people . we republicans hide our elephant so we do not get punished in the streets ! am i right ? ! ? the republicans never beat down a dem for what they are ! we are always persecuted for being republicans . and they love their dr . mengeles aborting babies ! come on lefties you are self-diagnosing yourself ! you are the true nazis ! so full of hate of people that want to be free !,5.0,False,en,2_kike_jews_jew_white,Jewish
8931,5995312dee3b439d97d9826036c42ee5,"even the lions know that muslims are the "" scum on humanity . "" a group of lions saved christians from execution by muslim religious terrorists . completely unexpectedly , a lion ran from the forest , leapt toward muslims and seized one by it 's neck pastor paul ciniraj , director of bibles for the mideast , told us the story of how he and other christians were rescued from the clutches of death by a group of three lions . ciniraj and his group were under attack from muslim religious terrorists from the so-called religion of peace and tolerance when the giant cats attacked and scared the murderous thugs away . my risen lord jesus christ has saved my life once again , pastor paul wrote , and i praise and thank god for his unspeakable grace ! it was easter sunday when the miracle took place . the pastor was recovering in the home of some friends following a stoning attack by muslims earlier that day . oe suddenly , a group of muslims reached the house , armed with steel bars and other weapons . """,5.0,False,en,2_kike_jews_jew_white,Islam
8980,b2388dbaf0234510ba5732a0e0dce71b,hey boozehound ! i hope you kept the receipts for your blow job because you still look like shit ! you can put lipstick on a pig and it (tm) s still a pig . that (tm) s you ! ! !,5.0,False,en,0_nigger_white_niggers_like,other
9202,c27c4fce8bc44666b2f450943e10aa98,wot a crock of shit .. these bastards ai n't locking me down .. i really do n't give a fuck .. and i will hurt . them .. and make a real point on that .. fuck covid .. fuck the government .. fight people .. wot the fuck is wrong with u ... fucking sheep ... the real warriors need to rise .. and kill ! ! ! no fucking around .. thinking . talking shit through .. just kill the sheep .. dinner table fall ... amen,5.0,False,en,1_moslem_muslim_sand_number,other
9457,84785ec357c84f3fb8f946ee389c30dd,d y $? ps the only difference between a niggar and dogshit is eventually dogshit will turn white and stop smelling bad d y $? ps d y $? ps d y $? ps d y $? ps d y $? ps d y $? ps d y $? ps d y $? ps d y $? ps d y $? ps d y $? ps d y $? ps,5.0,False,en,0_nigger_white_niggers_like,African
9561,683fab2414954f8a8f2f3f039bb996cd,daily reminder : the only good communists are dead communists !,5.0,False,en,-1_user_nigger_number_white,other
9636,ca289826dded4505b817a0704a6b6c07,watch : antifa shouts ' death to your f * * king empire ' while burning u . s . flag,5.0,False,en,2_kike_jews_jew_white,other
9684,d8bb2d7673364a3891d24ae48c60880d,"by all means investigate fbi however cia has been left out of this scrutiny ... why ? cia has more crimes against humanity than fbi so that is saying something because fbi are drowning in their atrocities . cia needs to be next on the chopping block along with bill gates that nazi pig & his computerized pharmaceutical genocide plan for the human race . ask yourself this ... who is developing the immunization shots we are forced to allow if we want to send our children to public schools ? you can't send your child to school without them . do you really believe they are for the childs benefit when its been proven its giving the children diseases . doesn't it strike you odd the children "" must be immunized before entering school ? "" more of cia lies to control the brain activity of our children ... if you think this is not true . do your homework & research it be prepared for the shock of your life .",5.0,False,en,-1_user_nigger_number_white,other
9693,e694277ead1545189f59291e5b1e1b5a,barack obama is a terrorist,5.0,False,en,1_moslem_muslim_sand_number,Islam
9697,71fb390033fd44fe84ae4ef2a3649c00,mitch mcconnell is a fucking a traitorous piece of globalist deep state rino shit ! ! ! d y ' 1 d y ' :copyright: d y ' o,5.0,False,en,2_kike_jews_jew_white,other
9749,f47a8ce7058640a69e819287fc8666d7,"he 's a goddamned low life , sick , corrupt , lying pedophile ! he 's a gutless , spineless useless shell of a weasel he used to be ! 40 + years in dc and he 's still a racist ; a segregationist ; a closet marxist ! a vote for him means another nail in the coffin of the united states constitution ! the democrats are out to destroy the united states ! wake the hell up ! ! !",5.0,False,en,-1_user_nigger_number_white,other
9807,391b60a13e8b4403966bec5d60155ab8,"question 1 . trump is a ___ . a.rapist b.racist c.child molester d . all of above for those who guessed d , you are correct .",5.0,False,en,0_nigger_white_niggers_like,other
9824,3a8d9b093ca241a78b4c11978bc4925b,"to all of the get what you can take , don (tm) t questions low information biden voters . yes you voted for criminal slime over the greatest president ever . you listened only to free tv news bought their bull shit hook line and sinker . now that you are aware of just how criminal the biden (tm) s are what are you going to do ? child trafficking , sex slaves , porn , treason , corruption , extortion , and the convent disposal of witnesses . if we lose our country to ignorant , selfish , lazy , stupid democrats there will be hell to pay . on the whole the democrats have always been the party of the mentally deficient , ganging together to steal from the intelligent productive members of society . it (tm) s war assholes i hope you are ready !",5.0,False,en,1_moslem_muslim_sand_number,other
9836,04c69223f14d40658d1ccdcd11715548,"blm is a palestinian terrorist organization . muslim pedophiles using black people to destroy western civilization . when muslim bitches take over america , black people will go back to plantation . every woman in usa will be circumcised and wear burka , it is mandatory to implement sharia law . every man who refuse submit to allah will be beheaded . wake up americans .",5.0,False,en,0_nigger_white_niggers_like,Islam
9895,42f8558247e341379f820c3f875517e5,"what is kamala a woman or a man ? she 's the cause of so many suicides shes a real bitch creep no bp of america not voted for , cheated",5.0,False,en,-1_user_nigger_number_white,other
9978,a2bd3d4710ab412a9beef2571b213d78,nothing name democrat ... should be allowed to breathe god's air . burn in hell all you mother fuckers !,5.0,False,en,1_moslem_muslim_sand_number,other
9981,264ce8c6584b4d13bdb43f03b605302e,"the democrats of today are basically nazis . control of the media and entertainment apparatus , spreading fear and division , encouraging neighbors to rat out neighbors for failing to comply with draconian directives , etc , etc , etc . remember - hitler was a socialist too .",5.0,False,en,2_kike_jews_jew_white,Jewish
