,target,tokens,text
91,African,"['i', 'probably', 'should', 'have', 'put', 'nsfw', 'on', 'that', 'also', 'not', 'safe', 'for', 'home', 'actually', 'not', 'safe', 'for', 'normal', 'white', 'people', 'how', 'a', 'sheboon', 'manages', 'to', 'lose', 'all', 'her', 'clothes', 'during', 'a', 'fight', 'is', 'a', 'mystery', 'that', 'i', 'am', 'not', 'going', 'to', 'watch', 'again', 'to', 'solve', '<happy>']",i probably should have put nsfw on that also not safe for home actually not safe for normal white people how a sheboon manages to lose all her clothes during a fight is a mystery that i am not going to watch again to solve <happy>
92,Islam,"['we', 'need', 'to', 'change', 'the', 'priority', 'of', 'the', 'refugee', 'program', 'we', 'will', 'take', 'all', 'white', 'south', 'afrikans', 'pariotic', 'britains', 'frenchies', 'germies', 'swedes', 'etc', 'persecuted', 'christians', 'let', 'the', 'invaders', 'finish', 'their', 'countries', 'full', 'of', 'muzzrats', 'liberals', 'off']",we need to change the priority of the refugee program we will take all white south afrikans pariotic britains frenchies germies swedes etc persecuted christians let the invaders finish their countries full of muzzrats liberals off
93,Jewish,"['when', 'your', 'pussy', 'self', 'is', 'worth', 'a', 'grammatically', 'sound', 'and', 'proper', 'editing', 'then', 'perhaps', 'you', 'will', 'get', 'to', 'read', 'without', 'using', 'your', 'little', 'brain', 'to', 'decipher', 'i', 'really', 'do', 'not', 'have', 'to', 'impress', 'a', 'little', 'kike', 'minded', 'subversive', 'like', 'yourself', 'peace', 'tho', 'trumpowitz', 'so', 'ironical', 'ironybro', 'faggot']",when your pussy self is worth a grammatically sound and proper editing then perhaps you will get to read without using your little brain to decipher i really do not have to impress a little kike minded subversive like yourself peace tho trumpowitz so ironical ironybro faggot
94,African,"['q', 'what', 'do', 'a', 'nigger', 'and', 'a', 'medium', 'domino', 'pizza', 'have', 'in', 'common', 'a', 'they', 'both', 'can', 'not', 'feed', 'a', 'family', 'of', '<number>', '<user>']",q what do a nigger and a medium domino pizza have in common a they both can not feed a family of <number> <user>
95,African,"['good', 'riddance', 'to', 'bad', 'nigger', 'garbage']",good riddance to bad nigger garbage
96,Homosexual,"['and', 'all', 'this', 'butthurt', 'faggotry', 'just', 'makes', 'me', 'want', 'to', 'join', 'twp', 'to', 'spite', 'you', 'queers']",and all this butthurt faggotry just makes me want to join twp to spite you queers
97,Jewish,"['saint', 'sir', 'adolf', 'was', 'the', 'most', 'lied', 'about', 'person', 'in', 'history', 'for', 'financial', 'political', 'and', 'kike', 'reasons', 'alt', 'right', 'history', 'lesson']",saint sir adolf was the most lied about person in history for financial political and kike reasons alt right history lesson
98,African,"['white', 'nationalist', 'can', 'you', 'picture', 'a', 'world', 'where', 'your', 'town', 'is', 'white', 'your', 'schools', 'are', 'white', 'your', 'world', 'is', 'white', 'i', 'have', 'a', 'dream', 'that', 'one', 'day', 'i', 'can', 'live', 'in', 'a', 'white', 'world', 'where', 'little', 'whites', 'kids', 'play', 'with', 'other', 'white', 'kids', 'and', 'the', 'nigger', 'is', 'back', 'in', 'africa']",white nationalist can you picture a world where your town is white your schools are white your world is white i have a dream that one day i can live in a white world where little whites kids play with other white kids and the nigger is back in africa
99,Islam,"['<user>', 'coming', 'from', 'a', 'rag', 'head', 'no', 'less']",<user> coming from a rag head no less
100,African,"['silver', 'medicine', 'in', 'my', 'pants', 'skrt', 'this', 'nigger', 'ass', 'clap']",silver medicine in my pants skrt this nigger ass clap
101,Homosexual,"['if', 'i', 'followed', 'you', 'and', 'you', 'did', 'not', 'follow', 'back', 'fuck', 'you', 'i', 'got', 'suspended', 'if', 'you', 'did', 'not', 'know', 'faggots']",if i followed you and you did not follow back fuck you i got suspended if you did not know faggots
102,African,"['whitey', 'prevails', 'for', 'a', 'change', 'miss', 'south', 'africa', 'beats', 'out', 'a', 'nig', 'two', 'spics', 'and', 'a', 'gook', 'to', 'win', 'miss', 'u']",whitey prevails for a change miss south africa beats out a nig two spics and a gook to win miss u
103,African,"['his', 'ancestors', 'are', 'rolling', 'in', 'their', 'graves', 'a', 'negress', 'had', 'been', 'added', 'to', 'the', 'royal', 'line', 'therefore', 'ending', 'it', 'royal', 'wedding', 'heritage', 'uk']",his ancestors are rolling in their graves a negress had been added to the royal line therefore ending it royal wedding heritage uk
104,Jewish,"['is', 'luke', 'ford', 'on', 'a', 'mission', 'to', 'infiltrate', 'the', 'altright', 'to', 'prove', 'his', 'kike', 'conversion', 'bona', 'fides']",is luke ford on a mission to infiltrate the altright to prove his kike conversion bona fides
105,Jewish,"['better', 'to', 'kill', 'the', 'kike', 'first']",better to kill the kike first
106,African,"['<user>', 'we', 'work', 'several', 'days', 'out', 'of', 'your', 'year', 'to', 'support', 'the', 'illegals', 'kids', 'and', 'nigger', 'babies', 'in', 'those', 'government', 'schools', 'which', 'is', 'why', 'i', 'am', 'a', 'big', 'advocate', 'for', 'homeschooling', 'responsible', 'white', 'parents', 'should', 'never', 'allow', 'their', 'kids', 'to', 'attend', 'these', 'institutions']",<user> we work several days out of your year to support the illegals kids and nigger babies in those government schools which is why i am a big advocate for homeschooling responsible white parents should never allow their kids to attend these institutions
107,African,"['<user>', 'agusta', 'main', 'or', 'texes', 'which', 'state', 'you', 'live', 'in', 'tossa', 'people', 'want', 'to', 'catch', 'up', 'with', 'you', 'are', 'you', 'scared', 'little', 'nigger', 'or', 'what']",<user> agusta main or texes which state you live in tossa people want to catch up with you are you scared little nigger or what
108,African,"['<user>', 'i', 'could', 'not', 'quit', 'laughing', 'at', 'it', 'yesterday', 'white', 'cucks', 'out', 'in', 'their', 'bass', 'boats', 'risking', 'their', 'lives', 'to', 'save', 'the', 'niggers', 'and', 'mexicans', 'seriously', 'fuck', 'those', 'cucks', 'fuck', 'the', 'brown', 'people', 'and', 'fuck', 'all', 'the', 'non', 'texans', 'who', 'have', 'moved', 'in', 'there', 'oh', 'and', 'fuck', 'the', 'nigger', 'mayor']",<user> i could not quit laughing at it yesterday white cucks out in their bass boats risking their lives to save the niggers and mexicans seriously fuck those cucks fuck the brown people and fuck all the non texans who have moved in there oh and fuck the nigger mayor
109,African,"['i', 'am', 'offended', 'because', 'nigger', 'faggot', 'kike', 'spic', 'chink', 'gook', 'cracker']",i am offended because nigger faggot kike spic chink gook cracker
110,African,"['meet', 'the', 'british', 'nigger', 'bitch', 'princess', 'criminal', 'trash', 'family', '🤣']",meet the british nigger bitch princess criminal trash family 🤣
111,African,"['i', 'guess', 'the', 'nigger', 'wasn', 't', 'around', 'to', 'pez', 'her', 'so', 'she', 'wised', 'up', 'and', 'jumped']",i guess the nigger wasn t around to pez her so she wised up and jumped
112,Homosexual,"['this', 'what', 'happens', 'when', 'little', 'adam', 'is', 'way', 'smarter', 'than', 'his', 'fat', 'dyke', 'lib', 'teacher']",this what happens when little adam is way smarter than his fat dyke lib teacher
113,African,"['niggerchomp', 'isnt', 'a', 'chink', 'she', 'a', 'white', 'american', 'dog', '😡']",niggerchomp isnt a chink she a white american dog 😡
114,other,"['sacrifices', 'must', 'be', 'made', 'i', 'agree', 'screw', 'that', 'newport', 'smoking', 'fatass', 'mudshark', 'and', 'her', 'ugly', 'mama', 'too']",sacrifices must be made i agree screw that newport smoking fatass mudshark and her ugly mama too
115,African,"['lets', 'hope', 'so', 'gas', 'the', 'lot', 'including', 'the', 'nigger']",lets hope so gas the lot including the nigger
116,Homosexual,"['biggest', 'unforced', 'cultural', 'error', 'of', 'the', 'last', 'few', 'years', 'couple', 'of', 'ugly', 'dykes', 'suing', 'christian', 'bakery', 'for', 'refusing', 'to', 'make', 'them', 'a', 'gay', 'wedding', 'cake', 'any', 'potential', 'wedge', 'between', 'trump', 'and', 'the', 'religious', 'right', 'was', 'healed', 'then', 'and', 'there', 'nice', 'work', 'ladies', 'trumpslide', 'meme', 'war', 'maga']",biggest unforced cultural error of the last few years couple of ugly dykes suing christian bakery for refusing to make them a gay wedding cake any potential wedge between trump and the religious right was healed then and there nice work ladies trumpslide meme war maga
117,Jewish,"['all', 'right', 'faggots', 'why', 'is', 'it', 'that', 'our', 'posts', 'bantzing', 'beaners', 'get', 'so', 'much', 'engagement', 'but', 'when', 'we', 'take', 'the', 'piss', 'out', 'niggers', 'and', 'kikes', 'you', 'all', 'get', 'so', 'silent', 'all', 'of', 'a', 'sudden']",all right faggots why is it that our posts bantzing beaners get so much engagement but when we take the piss out niggers and kikes you all get so silent all of a sudden
118,Islam,"['<user>', '<user>', 'notice', 'the', 'towelhead', 'music', 'in', 'the', 'background']",<user> <user> notice the towelhead music in the background
119,other,"['that', 'redneck', 'stuff', 'damn', 'hillbilly', 'ppl']",that redneck stuff damn hillbilly ppl
120,Jewish,"['shalom', 'aussie', 'goyim', 'my', 'name', 'is', 'gladys', 'berejiklian', 'i', 'call', 'myself', 'an', 'armenian', 'but', 'in', 'fact', 'i', 'am', 'a', 'ratfaced', 'kike', 'looking', 'to', 'implement', 'communism', 'in', 'your', 'country', 'do', 'you', 'like', 'my', 'gallah', 'beak']",shalom aussie goyim my name is gladys berejiklian i call myself an armenian but in fact i am a ratfaced kike looking to implement communism in your country do you like my gallah beak
121,African,"['the', 'first', 'white', 'president', 'since', 'were', 'going', 'into', 'skin', 'color', 'now', 'obama', 'was', 'the', 'first', 'nigger', 'president', 'lets', 'return', 'to', 'the', 'good', 'old', 'times']",the first white president since were going into skin color now obama was the first nigger president lets return to the good old times
122,African,"['there', 'was', 'no', 'islamic', 'holy', 'violence', 'prior', 'to', '<number>', 'retard', 'slav', 'nigger']",there was no islamic holy violence prior to <number> retard slav nigger
123,Jewish,"['depeche', 'kike', 'personal', 'hitler', 'remastered', 'video']",depeche kike personal hitler remastered video
124,Homosexual,"['if', 'you', 'zoom', 'in', 'real', 'close', 'to', 'the', 'dike', 'with', 'the', 'shaved', 'head', 'you', 'will', 'notice', 'that', 'she', 'has', 'the', 'pupils', 'of', 'a', 'serpent']",if you zoom in real close to the dike with the shaved head you will notice that she has the pupils of a serpent
125,Jewish,"['refugees', 'in', 'white', 'homelands', 'are', 'worth', 'more', 'then', 'gold', 'to', 'israel', 'ask', 'trump', 'and', 'any', 'kike', 'truth', 'fears', 'no', 'investigation', 'they', 'are', 'low', 'wage', 'workers', 'which', 'will', 'destroy', 'america', 'labor', 'market', 'but', 'you', 'still', 'vote', 'for', 'this', 'goyim']",refugees in white homelands are worth more then gold to israel ask trump and any kike truth fears no investigation they are low wage workers which will destroy america labor market but you still vote for this goyim
126,Jewish,"['you', 'are', 'the', 'epitome', 'of', 'stupidity', 'you', 'could', 'not', 'beat', 'the', 'kike', 'vermin', 'alone', 'last', 'time', 'so', 'this', 'time', 'your', 'goal', 'is', 'wait', 'for', 'it', 'to', 'fight', 'the', 'kike', 'vermin', 'alone', 'again', 'and', 'lose', 'again', 'you', 'have', 'the', 'strategic', 'sense', 'hitler', 'did', 'moron']",you are the epitome of stupidity you could not beat the kike vermin alone last time so this time your goal is wait for it to fight the kike vermin alone again and lose again you have the strategic sense hitler did moron
127,African,"['brown', 'fuck', 'with', 'us', 'dick', 'no', 'fuckin', 'this', 'nigger']",brown fuck with us dick no fuckin this nigger
128,Homosexual,"['watching', 'the', 'rugby', 'game', 'and', 'the', 'entire', 'other', 'team', 'has', 'long', 'hair', 'this', 'feels', 'antithetical', 'to', 'the', 'dyke', 'ethos', 'of', 'it', 'all']",watching the rugby game and the entire other team has long hair this feels antithetical to the dyke ethos of it all
129,Jewish,"['this', 'yid', 'parasitic', 'bitch', 'should', 'be', 'hanged', 'on', 'the', '1', 'st', 'tall', 'tree', 'that', 'grows', 'in', 'the', 'center', 'of', 'the', 'city', 'to', 'all', 'to', 'see', 'and', 'learn', 'that', 'yids', 'are', 'beasts', 'of', 'the', 'field', 'and', 'not', 'allowed', 'to', 'exist', 'with', 'humans']",this yid parasitic bitch should be hanged on the 1 st tall tree that grows in the center of the city to all to see and learn that yids are beasts of the field and not allowed to exist with humans
130,Jewish,"['is', 'it', 'gonna', 'be', 'you', 'you', 'said', 'they', 'offered', 'to', 'let', 'you', 'be', 'in', 'playboy', 'in', 'the', '<number>', 'maybe', 'they', 'are', 'not', 'ready', 'for', 'a', 'kike', 'whose', 'make', 'up', 'makes', 'her', 'look', 'like', 'a', 'neanderthal', 'painted', 'up', 'as', 'a', 'shemale', 'rodeo', 'clown', '<user>']",is it gonna be you you said they offered to let you be in playboy in the <number> maybe they are not ready for a kike whose make up makes her look like a neanderthal painted up as a shemale rodeo clown <user>
131,Jewish,"['lol', 'at', '<user>', 'thinks', 'he', 'a', 'dothead', 'kike', 'lol']",lol at <user> thinks he a dothead kike lol
132,other,"['lol', 'at', '<user>', 'thinks', 'currynigger', 'monkey', 'cow', 'elephant', 'worshipping', 'streetshitters', 'are', 'taking', 'over', 'the', 'world', 'lol', 'currynigger', 'you', 're', 'just', 'riding', 'the', 'white', 'mans', 'dick', 'thank', 'u', 'come', 'again']",lol at <user> thinks currynigger monkey cow elephant worshipping streetshitters are taking over the world lol currynigger you re just riding the white mans dick thank u come again
133,Jewish,"['showa', 'time', 'for', 'this', 'fucking', 'kike']",showa time for this fucking kike
134,African,"['<user>', 'ian', 'timings', 'opinions', 'are', 'only', 'those', 'of', 'a', 'nigger', 'cock', 'sucker', 'therefore', 'they', 'are', 'invalid', '<number>', 'kk']",<user> ian timings opinions are only those of a nigger cock sucker therefore they are invalid <number> kk
135,African,"['you', 'are', 'arguably', 'pretty', 'stupid', 'to', 'not', 'recognize', 'that', 'ecological', 'collapse', 'means', 'no', 'food', 'your', 'chances', 'of', 'survival', 'dramatically', 'decreases', 'this', 'is', 'nigger', 'level', 'shortsightedness', 'right', 'here']",you are arguably pretty stupid to not recognize that ecological collapse means no food your chances of survival dramatically decreases this is nigger level shortsightedness right here
136,Jewish,"['he', 'a', 'jew', 'when', 'it', 'convenient', 'for', 'him', 'and', 'a', 'fellow', 'white', 'person', 'when', 'thats', 'more', 'convenient', 'just', 'like', 'literally', 'every', 'other', 'kike']",he a jew when it convenient for him and a fellow white person when thats more convenient just like literally every other kike
