,index,Unnamed: 0.1,Unnamed: 0,label,target,tokens,text,topic
90,287,287,4701852_gab,hatespeech,Islam,"['fanbloodytastic', 'by', 'time', 'these', 'leeches', 'are', 'held', 'to', 'account', 'especially', 'the', 'muzzie', 'scum', 'taking', '<number>', 'wives', 'breeding', 'kids', 'like', 'rabbits', 'in', 'order', 'to', 'increase', 'welfare', 'payments', 'potus', 'ur', 'simply', 'the', 'best', '👍', '👏', '👏', '👏', '👏']",fanbloodytastic by time these leeches are held to account especially the muzzie scum taking <number> wives breeding kids like rabbits in order to increase welfare payments potus ur simply the best 👍 👏 👏 👏 👏,2
91,294,294,15837704_gab,hatespeech,African,"['i', 'probably', 'should', 'have', 'put', 'nsfw', 'on', 'that', 'also', 'not', 'safe', 'for', 'home', 'actually', 'not', 'safe', 'for', 'normal', 'white', 'people', 'how', 'a', 'sheboon', 'manages', 'to', 'lose', 'all', 'her', 'clothes', 'during', 'a', 'fight', 'is', 'a', 'mystery', 'that', 'i', 'am', 'not', 'going', 'to', 'watch', 'again', 'to', 'solve', '<happy>']",i probably should have put nsfw on that also not safe for home actually not safe for normal white people how a sheboon manages to lose all her clothes during a fight is a mystery that i am not going to watch again to solve <happy>,0
92,296,296,15511986_gab,hatespeech,Islam,"['we', 'need', 'to', 'change', 'the', 'priority', 'of', 'the', 'refugee', 'program', 'we', 'will', 'take', 'all', 'white', 'south', 'afrikans', 'pariotic', 'britains', 'frenchies', 'germies', 'swedes', 'etc', 'persecuted', 'christians', 'let', 'the', 'invaders', 'finish', 'their', 'countries', 'full', 'of', 'muzzrats', 'liberals', 'off']",we need to change the priority of the refugee program we will take all white south afrikans pariotic britains frenchies germies swedes etc persecuted christians let the invaders finish their countries full of muzzrats liberals off,0
93,297,297,24921934_gab,hatespeech,Jewish,"['when', 'your', 'pussy', 'self', 'is', 'worth', 'a', 'grammatically', 'sound', 'and', 'proper', 'editing', 'then', 'perhaps', 'you', 'will', 'get', 'to', 'read', 'without', 'using', 'your', 'little', 'brain', 'to', 'decipher', 'i', 'really', 'do', 'not', 'have', 'to', 'impress', 'a', 'little', 'kike', 'minded', 'subversive', 'like', 'yourself', 'peace', 'tho', 'trumpowitz', 'so', 'ironical', 'ironybro', 'faggot']",when your pussy self is worth a grammatically sound and proper editing then perhaps you will get to read without using your little brain to decipher i really do not have to impress a little kike minded subversive like yourself peace tho trumpowitz so ironical ironybro faggot,3
94,298,298,25346039_gab,hatespeech,African,"['q', 'what', 'do', 'a', 'nigger', 'and', 'a', 'medium', 'domino', 'pizza', 'have', 'in', 'common', 'a', 'they', 'both', 'can', 'not', 'feed', 'a', 'family', 'of', '<number>', '<user>']",q what do a nigger and a medium domino pizza have in common a they both can not feed a family of <number> <user>,0
95,299,299,15186957_gab,hatespeech,African,"['good', 'riddance', 'to', 'bad', 'nigger', 'garbage']",good riddance to bad nigger garbage,0
96,300,300,21573075_gab,hatespeech,Homosexual,"['and', 'all', 'this', 'butthurt', 'faggotry', 'just', 'makes', 'me', 'want', 'to', 'join', 'twp', 'to', 'spite', 'you', 'queers']",and all this butthurt faggotry just makes me want to join twp to spite you queers,3
97,301,301,20773435_gab,hatespeech,Jewish,"['saint', 'sir', 'adolf', 'was', 'the', 'most', 'lied', 'about', 'person', 'in', 'history', 'for', 'financial', 'political', 'and', 'kike', 'reasons', 'alt', 'right', 'history', 'lesson']",saint sir adolf was the most lied about person in history for financial political and kike reasons alt right history lesson,1
98,302,302,20187632_gab,hatespeech,African,"['white', 'nationalist', 'can', 'you', 'picture', 'a', 'world', 'where', 'your', 'town', 'is', 'white', 'your', 'schools', 'are', 'white', 'your', 'world', 'is', 'white', 'i', 'have', 'a', 'dream', 'that', 'one', 'day', 'i', 'can', 'live', 'in', 'a', 'white', 'world', 'where', 'little', 'whites', 'kids', 'play', 'with', 'other', 'white', 'kids', 'and', 'the', 'nigger', 'is', 'back', 'in', 'africa']",white nationalist can you picture a world where your town is white your schools are white your world is white i have a dream that one day i can live in a white world where little whites kids play with other white kids and the nigger is back in africa,1
99,311,311,1179014962741743616_twitter,hatespeech,Islam,"['<user>', 'coming', 'from', 'a', 'rag', 'head', 'no', 'less']",<user> coming from a rag head no less,3
100,312,312,1179062513071218691_twitter,hatespeech,African,"['silver', 'medicine', 'in', 'my', 'pants', 'skrt', 'this', 'nigger', 'ass', 'clap']",silver medicine in my pants skrt this nigger ass clap,0
101,314,314,1178184970105446400_twitter,hatespeech,Homosexual,"['if', 'i', 'followed', 'you', 'and', 'you', 'did', 'not', 'follow', 'back', 'fuck', 'you', 'i', 'got', 'suspended', 'if', 'you', 'did', 'not', 'know', 'faggots']",if i followed you and you did not follow back fuck you i got suspended if you did not know faggots,3
102,319,319,15239458_gab,hatespeech,African,"['whitey', 'prevails', 'for', 'a', 'change', 'miss', 'south', 'africa', 'beats', 'out', 'a', 'nig', 'two', 'spics', 'and', 'a', 'gook', 'to', 'win', 'miss', 'u']",whitey prevails for a change miss south africa beats out a nig two spics and a gook to win miss u,0
103,320,320,25948935_gab,hatespeech,African,"['his', 'ancestors', 'are', 'rolling', 'in', 'their', 'graves', 'a', 'negress', 'had', 'been', 'added', 'to', 'the', 'royal', 'line', 'therefore', 'ending', 'it', 'royal', 'wedding', 'heritage', 'uk']",his ancestors are rolling in their graves a negress had been added to the royal line therefore ending it royal wedding heritage uk,0
104,321,321,18979487_gab,hatespeech,Jewish,"['is', 'luke', 'ford', 'on', 'a', 'mission', 'to', 'infiltrate', 'the', 'altright', 'to', 'prove', 'his', 'kike', 'conversion', 'bona', 'fides']",is luke ford on a mission to infiltrate the altright to prove his kike conversion bona fides,1
105,322,322,20705631_gab,hatespeech,Jewish,"['better', 'to', 'kill', 'the', 'kike', 'first']",better to kill the kike first,1
106,323,323,14968030_gab,hatespeech,African,"['<user>', 'we', 'work', 'several', 'days', 'out', 'of', 'your', 'year', 'to', 'support', 'the', 'illegals', 'kids', 'and', 'nigger', 'babies', 'in', 'those', 'government', 'schools', 'which', 'is', 'why', 'i', 'am', 'a', 'big', 'advocate', 'for', 'homeschooling', 'responsible', 'white', 'parents', 'should', 'never', 'allow', 'their', 'kids', 'to', 'attend', 'these', 'institutions']",<user> we work several days out of your year to support the illegals kids and nigger babies in those government schools which is why i am a big advocate for homeschooling responsible white parents should never allow their kids to attend these institutions,0
107,324,324,21290000_gab,hatespeech,African,"['<user>', 'agusta', 'main', 'or', 'texes', 'which', 'state', 'you', 'live', 'in', 'tossa', 'people', 'want', 'to', 'catch', 'up', 'with', 'you', 'are', 'you', 'scared', 'little', 'nigger', 'or', 'what']",<user> agusta main or texes which state you live in tossa people want to catch up with you are you scared little nigger or what,0
108,336,336,11313761_gab,hatespeech,African,"['<user>', 'i', 'could', 'not', 'quit', 'laughing', 'at', 'it', 'yesterday', 'white', 'cucks', 'out', 'in', 'their', 'bass', 'boats', 'risking', 'their', 'lives', 'to', 'save', 'the', 'niggers', 'and', 'mexicans', 'seriously', 'fuck', 'those', 'cucks', 'fuck', 'the', 'brown', 'people', 'and', 'fuck', 'all', 'the', 'non', 'texans', 'who', 'have', 'moved', 'in', 'there', 'oh', 'and', 'fuck', 'the', 'nigger', 'mayor']",<user> i could not quit laughing at it yesterday white cucks out in their bass boats risking their lives to save the niggers and mexicans seriously fuck those cucks fuck the brown people and fuck all the non texans who have moved in there oh and fuck the nigger mayor,0
109,337,337,11073228_gab,hatespeech,African,"['i', 'am', 'offended', 'because', 'nigger', 'faggot', 'kike', 'spic', 'chink', 'gook', 'cracker']",i am offended because nigger faggot kike spic chink gook cracker,1
110,338,338,26046364_gab,hatespeech,African,"['meet', 'the', 'british', 'nigger', 'bitch', 'princess', 'criminal', 'trash', 'family', '🤣']",meet the british nigger bitch princess criminal trash family 🤣,0
111,340,340,18144033_gab,hatespeech,African,"['i', 'guess', 'the', 'nigger', 'wasn', 't', 'around', 'to', 'pez', 'her', 'so', 'she', 'wised', 'up', 'and', 'jumped']",i guess the nigger wasn t around to pez her so she wised up and jumped,0
112,341,341,24772570_gab,hatespeech,Homosexual,"['this', 'what', 'happens', 'when', 'little', 'adam', 'is', 'way', 'smarter', 'than', 'his', 'fat', 'dyke', 'lib', 'teacher']",this what happens when little adam is way smarter than his fat dyke lib teacher,0
113,342,342,22397098_gab,hatespeech,African,"['niggerchomp', 'isnt', 'a', 'chink', 'she', 'a', 'white', 'american', 'dog', '😡']",niggerchomp isnt a chink she a white american dog 😡,0
115,344,344,24096893_gab,hatespeech,African,"['lets', 'hope', 'so', 'gas', 'the', 'lot', 'including', 'the', 'nigger']",lets hope so gas the lot including the nigger,0
116,345,345,1468975_gab,hatespeech,Homosexual,"['biggest', 'unforced', 'cultural', 'error', 'of', 'the', 'last', 'few', 'years', 'couple', 'of', 'ugly', 'dykes', 'suing', 'christian', 'bakery', 'for', 'refusing', 'to', 'make', 'them', 'a', 'gay', 'wedding', 'cake', 'any', 'potential', 'wedge', 'between', 'trump', 'and', 'the', 'religious', 'right', 'was', 'healed', 'then', 'and', 'there', 'nice', 'work', 'ladies', 'trumpslide', 'meme', 'war', 'maga']",biggest unforced cultural error of the last few years couple of ugly dykes suing christian bakery for refusing to make them a gay wedding cake any potential wedge between trump and the religious right was healed then and there nice work ladies trumpslide meme war maga,3
117,350,350,7727242_gab,hatespeech,Jewish,"['all', 'right', 'faggots', 'why', 'is', 'it', 'that', 'our', 'posts', 'bantzing', 'beaners', 'get', 'so', 'much', 'engagement', 'but', 'when', 'we', 'take', 'the', 'piss', 'out', 'niggers', 'and', 'kikes', 'you', 'all', 'get', 'so', 'silent', 'all', 'of', 'a', 'sudden']",all right faggots why is it that our posts bantzing beaners get so much engagement but when we take the piss out niggers and kikes you all get so silent all of a sudden,3
118,351,351,1179094068338409473_twitter,hatespeech,Islam,"['<user>', '<user>', 'notice', 'the', 'towelhead', 'music', 'in', 'the', 'background']",<user> <user> notice the towelhead music in the background,-1
120,369,369,14357997_gab,hatespeech,Jewish,"['shalom', 'aussie', 'goyim', 'my', 'name', 'is', 'gladys', 'berejiklian', 'i', 'call', 'myself', 'an', 'armenian', 'but', 'in', 'fact', 'i', 'am', 'a', 'ratfaced', 'kike', 'looking', 'to', 'implement', 'communism', 'in', 'your', 'country', 'do', 'you', 'like', 'my', 'gallah', 'beak']",shalom aussie goyim my name is gladys berejiklian i call myself an armenian but in fact i am a ratfaced kike looking to implement communism in your country do you like my gallah beak,2
121,370,370,11783475_gab,hatespeech,African,"['the', 'first', 'white', 'president', 'since', 'were', 'going', 'into', 'skin', 'color', 'now', 'obama', 'was', 'the', 'first', 'nigger', 'president', 'lets', 'return', 'to', 'the', 'good', 'old', 'times']",the first white president since were going into skin color now obama was the first nigger president lets return to the good old times,0
122,371,371,15782348_gab,hatespeech,African,"['there', 'was', 'no', 'islamic', 'holy', 'violence', 'prior', 'to', '<number>', 'retard', 'slav', 'nigger']",there was no islamic holy violence prior to <number> retard slav nigger,2
123,372,372,22086860_gab,hatespeech,Jewish,"['depeche', 'kike', 'personal', 'hitler', 'remastered', 'video']",depeche kike personal hitler remastered video,1
124,375,375,20719350_gab,hatespeech,Homosexual,"['if', 'you', 'zoom', 'in', 'real', 'close', 'to', 'the', 'dike', 'with', 'the', 'shaved', 'head', 'you', 'will', 'notice', 'that', 'she', 'has', 'the', 'pupils', 'of', 'a', 'serpent']",if you zoom in real close to the dike with the shaved head you will notice that she has the pupils of a serpent,3
125,377,377,19932727_gab,hatespeech,Jewish,"['refugees', 'in', 'white', 'homelands', 'are', 'worth', 'more', 'then', 'gold', 'to', 'israel', 'ask', 'trump', 'and', 'any', 'kike', 'truth', 'fears', 'no', 'investigation', 'they', 'are', 'low', 'wage', 'workers', 'which', 'will', 'destroy', 'america', 'labor', 'market', 'but', 'you', 'still', 'vote', 'for', 'this', 'goyim']",refugees in white homelands are worth more then gold to israel ask trump and any kike truth fears no investigation they are low wage workers which will destroy america labor market but you still vote for this goyim,1
126,379,379,20126138_gab,hatespeech,Jewish,"['you', 'are', 'the', 'epitome', 'of', 'stupidity', 'you', 'could', 'not', 'beat', 'the', 'kike', 'vermin', 'alone', 'last', 'time', 'so', 'this', 'time', 'your', 'goal', 'is', 'wait', 'for', 'it', 'to', 'fight', 'the', 'kike', 'vermin', 'alone', 'again', 'and', 'lose', 'again', 'you', 'have', 'the', 'strategic', 'sense', 'hitler', 'did', 'moron']",you are the epitome of stupidity you could not beat the kike vermin alone last time so this time your goal is wait for it to fight the kike vermin alone again and lose again you have the strategic sense hitler did moron,1
127,391,391,1178448891009753088_twitter,hatespeech,African,"['brown', 'fuck', 'with', 'us', 'dick', 'no', 'fuckin', 'this', 'nigger']",brown fuck with us dick no fuckin this nigger,0
128,408,408,1177964576173957125_twitter,hatespeech,Homosexual,"['watching', 'the', 'rugby', 'game', 'and', 'the', 'entire', 'other', 'team', 'has', 'long', 'hair', 'this', 'feels', 'antithetical', 'to', 'the', 'dyke', 'ethos', 'of', 'it', 'all']",watching the rugby game and the entire other team has long hair this feels antithetical to the dyke ethos of it all,0
129,409,409,20055328_gab,hatespeech,Jewish,"['this', 'yid', 'parasitic', 'bitch', 'should', 'be', 'hanged', 'on', 'the', '1', 'st', 'tall', 'tree', 'that', 'grows', 'in', 'the', 'center', 'of', 'the', 'city', 'to', 'all', 'to', 'see', 'and', 'learn', 'that', 'yids', 'are', 'beasts', 'of', 'the', 'field', 'and', 'not', 'allowed', 'to', 'exist', 'with', 'humans']",this yid parasitic bitch should be hanged on the 1 st tall tree that grows in the center of the city to all to see and learn that yids are beasts of the field and not allowed to exist with humans,0
130,411,411,13565733_gab,hatespeech,Jewish,"['is', 'it', 'gonna', 'be', 'you', 'you', 'said', 'they', 'offered', 'to', 'let', 'you', 'be', 'in', 'playboy', 'in', 'the', '<number>', 'maybe', 'they', 'are', 'not', 'ready', 'for', 'a', 'kike', 'whose', 'make', 'up', 'makes', 'her', 'look', 'like', 'a', 'neanderthal', 'painted', 'up', 'as', 'a', 'shemale', 'rodeo', 'clown', '<user>']",is it gonna be you you said they offered to let you be in playboy in the <number> maybe they are not ready for a kike whose make up makes her look like a neanderthal painted up as a shemale rodeo clown <user>,1
131,412,412,16188142_gab,hatespeech,Jewish,"['lol', 'at', '<user>', 'thinks', 'he', 'a', 'dothead', 'kike', 'lol']",lol at <user> thinks he a dothead kike lol,1
133,414,414,21037896_gab,hatespeech,Jewish,"['showa', 'time', 'for', 'this', 'fucking', 'kike']",showa time for this fucking kike,1
134,415,415,22612297_gab,hatespeech,African,"['<user>', 'ian', 'timings', 'opinions', 'are', 'only', 'those', 'of', 'a', 'nigger', 'cock', 'sucker', 'therefore', 'they', 'are', 'invalid', '<number>', 'kk']",<user> ian timings opinions are only those of a nigger cock sucker therefore they are invalid <number> kk,0
